username,repo_name,stars,repo_url
Chocobozzz,PeerTube,10700,https://github.com/topics/Chocobozzz/PeerTube
PatrickJS,angular-starter,10400,https://github.com/topics/PatrickJS/angular-starter
sudheerj,javascript-interview-questions,10100,https://github.com/topics/sudheerj/javascript-interview-questions
angular,protractor,8800,https://github.com/topics/angular/protractor
dotansimha,graphql-code-generator,8800,https://github.com/topics/dotansimha/graphql-code-generator
jasontaylordev,CleanArchitecture,8700,https://github.com/topics/jasontaylordev/CleanArchitecture
ag-grid,ag-grid,8600,https://github.com/topics/ag-grid/ag-grid
OnsenUI,OnsenUI,8600,https://github.com/topics/OnsenUI/OnsenUI
PatrickJS,awesome-angular,8300,https://github.com/topics/PatrickJS/awesome-angular
NG-ZORRO,ng-zorro-antd,8100,https://github.com/topics/NG-ZORRO/ng-zorro-antd
text-mask,text-mask,8100,https://github.com/topics/text-mask/text-mask
ansible,ansible,53300,https://github.com/topics/ansible/ansible
trailofbits,algo,25600,https://github.com/topics/trailofbits/algo
bregman-arie,devops-exercises,25000,https://github.com/topics/bregman-arie/devops-exercises
StreisandEffect,streisand,22800,https://github.com/topics/StreisandEffect/streisand
MichaelCade,90DaysOfDevOps,13400,https://github.com/topics/MichaelCade/90DaysOfDevOps
kubernetes-sigs,kubespray,12300,https://github.com/topics/kubernetes-sigs/kubespray
ansible,awx,11000,https://github.com/topics/ansible/awx
easzlab,kubeasz,8100,https://github.com/topics/easzlab/kubeasz
geerlingguy,ansible-for-devops,5800,https://github.com/topics/geerlingguy/ansible-for-devops
khuedoan,homelab,5800,https://github.com/topics/khuedoan/homelab
curlconverter,curlconverter,5600,https://github.com/topics/curlconverter/curlconverter
ansible-semaphore,semaphore,5000,https://github.com/topics/ansible-semaphore/semaphore
Tikam02,DevOps-Guide,4800,https://github.com/topics/Tikam02/DevOps-Guide
rundeck,rundeck,4600,https://github.com/topics/rundeck/rundeck
KubeOperator,KubeOperator,4300,https://github.com/topics/KubeOperator/KubeOperator
clong,DetectionLab,3600,https://github.com/topics/clong/DetectionLab
ansible-community,molecule,3400,https://github.com/topics/ansible-community/molecule
opendevops-cn,opendevops,3200,https://github.com/topics/opendevops-cn/opendevops
werf,werf,3100,https://github.com/topics/werf/werf
netbootxyz,netboot.xyz,3100,https://github.com/topics/netbootxyz/netboot.xyz
litmuschaos,litmus,3000,https://github.com/topics/litmuschaos/litmus
welliamcao,OpsManage,2900,https://github.com/topics/welliamcao/OpsManage
ansible,ansible-lint,2800,https://github.com/topics/ansible/ansible-lint
dev-sec,ansible-collection-hardening,2800,https://github.com/topics/dev-sec/ansible-collection-hardening
alixaxel,chrome-aws-lambda,2700,https://github.com/topics/alixaxel/chrome-aws-lambda
roots,trellis,2300,https://github.com/topics/roots/trellis
ansistrano,deploy,2200,https://github.com/topics/ansistrano/deploy
fboender,ansible-cmdb,2100,https://github.com/topics/fboender/ansible-cmdb
openshift,openshift-ansible,2100,https://github.com/topics/openshift/openshift-ansible
pytest-dev,pytest-testinfra,2100,https://github.com/topics/pytest-dev/pytest-testinfra
public-apis,public-apis,195000,https://github.com/topics/public-apis/public-apis
neovim,neovim,54100,https://github.com/topics/neovim/neovim
tiangolo,fastapi,45800,https://github.com/topics/tiangolo/fastapi
strapi,strapi,45300,https://github.com/topics/strapi/strapi
hoppscotch,hoppscotch,43900,https://github.com/topics/hoppscotch/hoppscotch
slatedocs,slate,34100,https://github.com/topics/slatedocs/slate
hasura,graphql-engine,26900,https://github.com/topics/hasura/graphql-engine
ccxt,ccxt,24700,https://github.com/topics/ccxt/ccxt
Binaryify,NeteaseCloudMusicApi,24300,https://github.com/topics/Binaryify/NeteaseCloudMusicApi
YMFE,yapi,24300,https://github.com/topics/YMFE/yapi
encode,django-rest-framework,23500,https://github.com/topics/encode/django-rest-framework
littlecodersh,ItChat,22200,https://github.com/topics/littlecodersh/ItChat
httpie,httpie,21800,https://github.com/topics/httpie/httpie
Kong,insomnia,21100,https://github.com/topics/Kong/insomnia
paularmstrong,normalizr,20900,https://github.com/topics/paularmstrong/normalizr
FallibleInc,security-guide-for-developers,20200,https://github.com/topics/FallibleInc/security-guide-for-developers
microsoft,api-guidelines,19300,https://github.com/topics/microsoft/api-guidelines
pubkey,rxdb,17500,https://github.com/topics/pubkey/rxdb
shieldfy,API-Security-Checklist,17200,https://github.com/topics/shieldfy/API-Security-Checklist
directus,directus,16200,https://github.com/topics/directus/directus
ChainSafe,web3.js,15200,https://github.com/topics/ChainSafe/web3.js
learn-anything,learn-anything,14000,https://github.com/topics/learn-anything/learn-anything
youfou,wxpy,13300,https://github.com/topics/youfou/wxpy
jsdoc,jsdoc,12900,https://github.com/topics/jsdoc/jsdoc
BrainJS,brain.js,12600,https://github.com/topics/BrainJS/brain.js
OpenAPITools,openapi-generator,12300,https://github.com/topics/OpenAPITools/openapi-generator
fangzesheng,free-api,12300,https://github.com/topics/fangzesheng/free-api
go-chi,chi,11500,https://github.com/topics/go-chi/chi
graphile,postgraphile,11300,https://github.com/topics/graphile/postgraphile
postmanlabs,httpbin,10900,https://github.com/topics/postmanlabs/httpbin
